PLine	Accession	peptide_count_EXP19_CYT_050316(searched:2016-05-09)	peptide_count_EXP19_NUC_050316(searched:2016-05-09)	NSAF_EXP19_CYT_050316(searched:2016-05-09)	NSAF_EXP19_NUC_050316(searched:2016-05-09)	EMPAI_EXP19_CYT_050316(searched:2016-05-09)	EMPAI_EXP19_NUC_050316(searched:2016-05-09)	spectral_count_EXP19_CYT_050316(searched:2016-05-09)	spectral_count_EXP19_NUC_050316(searched:2016-05-09)	seqcov_EXP19_CYT_050316(searched:2016-05-09)	seqcov_EXP19_NUC_050316(searched:2016-05-09)	description	occurrence	status	
P	O75131	6	0	9.43E-05	0	0.28233063	0	6	0	10.80%	0	Copine-3 OS=Homo sapiens GN=CPNE3 PE=1 SV=1 	1	1_0_	1_0_
P	tr|G5E988|G5E988_HUMAN	5	0	5.31E-05	0	0.09144032	0	7	0	3.80%	0	AP-3 complex subunit delta-1 OS=Homo sapiens GN=AP3D1 PE=2 SV=1 	1	1_0_	1_0_
P	Q96MW5	1	0	1.38E-05	0	0.059253693	0	1	0	2.50%	0	Conserved oligomeric Golgi complex subunit 8 OS=Homo sapiens GN=COG8 PE=1 SV=2 	1	1_0_	1_0_
P	Q96MU7	0	4	0	7.25E-05	0	0.04231739	0	4	0	1.80%	YTH domain-containing protein 1 OS=Homo sapiens GN=YTHDC1 PE=1 SV=3 	1	0_1_	0_1_
P	Q96N67	6	2	2.37E-05	1.23E-05	0.035142183	0.035142183	6	2	1.50%	1.50%	Dedicator of cytokinesis protein 7 OS=Homo sapiens GN=DOCK7 PE=1 SV=4 	2	1_1_	1_1_
P	tr|E5RI99|E5RI99_HUMAN	5	10	3.70E-04	0.00127165	0.7619761	0.7619761	5	11	24.60%	24.60%	60S ribosomal protein L30 (Fragment) OS=Homo sapiens GN=RPL30 PE=2 SV=1 	2	1_1_	1_1_
P	tr|D6W5Y5|D6W5Y5_HUMAN	22	0	9.38E-04	0	0.58124804	0	33	0	19.90%	0	"Cold inducible RNA binding protein, isoform CRA_c OS=Homo sapiens GN=CIRBP PE=2 SV=1 "	1	1_0_	1_0_
P	P34903	2	0	5.15E-05	0	0.08893013	0	3	0	3.70%	0	Gamma-aminobutyric acid receptor subunit alpha-3 OS=Homo sapiens GN=GABRA3 PE=2 SV=1 	1	1_0_	1_0_
P	tr|B8ZZX4|B8ZZX4_HUMAN	2	0	1.25E-04	0	0.5310875	0	2	0	18.50%	0	Thioredoxin domain-containing protein 9 (Fragment) OS=Homo sapiens GN=TXNDC9 PE=2 SV=1 	1	1_0_	1_0_
P	O75110	11	0	8.87E-05	0	0.26765192	0	11	0	10.30%	0	Probable phospholipid-transporting ATPase IIA OS=Homo sapiens GN=ATP9A PE=1 SV=3 	1	1_0_	1_0_
P	Q96N64	0	2	0	3.49E-05	0	0.14024973	0	2	0	5.70%	PWWP domain-containing protein 2A OS=Homo sapiens GN=PWWP2A PE=1 SV=2 	1	0_1_	0_1_
P	tr|M0QZ10|M0QZ10_HUMAN	6	0	1.25E-04	0	0.28528666	0	6	0	10.90%	0	Branched-chain-amino-acid aminotransferase OS=Homo sapiens GN=BCAT2 PE=2 SV=1 	1	1_0_	1_0_
P	tr|B7U632|B7U632_HUMAN	2	0	1.11E-04	0	0.27350307	0	3	0	10.50%	0	PRMT2 gamma variant OS=Homo sapiens GN=PRMT2 PE=2 SV=1 	1	1_0_	1_0_
P	tr|D6R9P3|D6R9P3_HUMAN	9	41	3.32E-04	0.002306311	0.44877183	1.0941124	11	49	16.10%	32.10%	Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB PE=2 SV=1 	2	1_1_	1_1_
P	Q02410	2	0	2.02E-05	0	0.05681753	0	2	0	2.40%	0	Amyloid beta A4 precursor protein-binding family A member 1 OS=Homo sapiens GN=APBA1 PE=1 SV=3 	1	1_0_	1_0_
P	tr|G5E9A6|G5E9A6_HUMAN	39	9	4.59E-04	1.29E-04	1.3120649	0.28528666	50	9	36.40%	10.90%	Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens GN=USP11 PE=2 SV=1 	2	1_1_	1_1_
P	tr|B4E1N6|B4E1N6_HUMAN	1	0	1.95E-05	0	0.12979591	0	1	0	5.30%	0	RAF proto-oncogene serine/threonine-protein kinase OS=Homo sapiens GN=RAF1 PE=2 SV=1 	1	1_0_	1_0_
P	Q92973-3	5	6	5.97E-05	1.24E-04	0.15080035	0.20503592	6	8	6.10%	8.10%	Isoform 3 of Transportin-1 OS=Homo sapiens GN=TNPO1 	2	1_1_	1_1_
P	tr|B7Z1Z5|B7Z1Z5_HUMAN	1	0	2.38E-05	0	0.12460494	0	1	0	5.10%	0	Neurotrimin OS=Homo sapiens GN=NTM PE=2 SV=1 	1	1_0_	1_0_
P	O15460-2	2	0	3.17E-05	0	0.054386854	0	2	0	2.30%	0	Isoform IIa of Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens GN=P4HA2 	1	1_0_	1_0_
P	tr|C9J0F0|C9J0F0_HUMAN	0	2	0	4.30E-05	0	0.08642566	0	2	0	3.60%	Forkhead box protein P1 OS=Homo sapiens GN=FOXP1 PE=2 SV=1 	1	0_1_	0_1_
P	tr|F2Z2K8|F2Z2K8_HUMAN	0	2	0	3.00E-04	0	0.64437175	0	2	0	21.60%	Cysteine protease ATG4B OS=Homo sapiens GN=ATG4B PE=2 SV=1 	1	0_1_	0_1_
P	tr|B3KXB5|B3KXB5_HUMAN	2	0	5.11E-05	0	0.08642566	0	2	0	3.60%	0	Phospholipase DDHD2 OS=Homo sapiens GN=DDHD2 PE=2 SV=1 	1	1_0_	1_0_
P	Q7LG56	2	0	4.81E-05	0	0.096478224	0	2	0	4.00%	0	Ribonucleoside-diphosphate reductase subunit M2 B OS=Homo sapiens GN=RRM2B PE=1 SV=1 	1	1_0_	1_0_
P	P17655	8	0	1.45E-04	0	0.30918193	0	12	0	11.70%	0	Calpain-2 catalytic subunit OS=Homo sapiens GN=CAPN2 PE=1 SV=6 	1	1_0_	1_0_
P	tr|G3V203|G3V203_HUMAN	6	6	3.60E-04	5.63E-04	0.4421153	0.4421153	7	7	15.90%	15.90%	60S ribosomal protein L18 OS=Homo sapiens GN=RPL18 PE=2 SV=1 	2	1_1_	1_1_
P	Q8N9R8	0	1	0	2.17E-05	0	0.04231739	0	1	0	1.80%	Protein SCAI OS=Homo sapiens GN=SCAI PE=1 SV=2 	1	0_1_	0_1_
P	Q8IUH3	0	1	0	2.77E-05	0	0.08143401	0	1	0	3.40%	RNA-binding protein 45 OS=Homo sapiens GN=RBM45 PE=2 SV=1 	1	0_1_	0_1_
P	tr|H0YKU6|H0YKU6_HUMAN	0	1	0	6.43E-05	0	0.39958727	0	1	0	14.60%	SAFB-like transcription modulator (Fragment) OS=Homo sapiens GN=SLTM PE=4 SV=1 	1	0_1_	0_1_
P	tr|E7EVA0|E7EVA0_HUMAN	0	17	0	1.15E-04	0	0.29419577	0	20	0	11.20%	Microtubule-associated protein OS=Homo sapiens GN=MAP4 PE=2 SV=1 	1	0_1_	0_1_
P	tr|E9PCR7|E9PCR7_HUMAN	15	3	1.71E-04	3.81E-05	0.48251808	0.08143401	21	3	17.10%	3.40%	"2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=OGDH PE=2 SV=1 "	2	1_1_	1_1_
P	P17677	35	13	0.002340248	0.001273593	6.780365	3.5708823	66	23	89.10%	66.00%	Neuromodulin OS=Homo sapiens GN=GAP43 PE=1 SV=1 	2	1_1_	1_1_
P	tr|C9JQ72|C9JQ72_HUMAN	4	2	1.90E-04	9.91E-05	0.37720942	0.17760599	6	2	13.90%	7.10%	Cysteine protease ATG4B (Fragment) OS=Homo sapiens GN=ATG4B PE=2 SV=1 	2	1_1_	1_1_
P	tr|Q5SYT8|Q5SYT8_HUMAN	24	2	6.08E-04	5.58E-05	0.9906733	0.15080035	34	2	29.90%	6.10%	Protein NAMPTL (Fragment) OS=Homo sapiens GN=NAMPTL PE=2 SV=1 	2	1_1_	1_1_
P	Q71UI9-4	4	0	4.14E-04	0	0.92309177	0	5	0	28.40%	0	Isoform 4 of Histone H2A.V OS=Homo sapiens GN=H2AFV 	1	1_0_	1_0_
P	Q14694-3	1	6	1.05E-05	1.31E-04	0.035142183	0.08893013	1	8	1.50%	3.70%	Isoform 3 of Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens GN=USP10 	2	1_1_	1_1_
P	Q14694-2	1	6	9.98E-06	1.25E-04	0.032761455	0.083926916	1	8	1.40%	3.50%	Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens GN=USP10 	2	1_1_	1_1_
P	P51991-2	7	102	1.90E-04	0.004368294	0.47570658	1.243882	8	118	16.90%	35.10%	Isoform 2 of Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens GN=HNRNPA3 	2	1_1_	1_1_
P	O75153	1	0	6.45E-06	0	0.035142183	0	1	0	1.50%	0	Clustered mitochondria protein homolog OS=Homo sapiens GN=CLUH PE=1 SV=2 	1	1_0_	1_0_
P	O75151	0	4	0	6.01E-05	0	0.08143401	0	5	0	3.40%	Lysine-specific demethylase PHF2 OS=Homo sapiens GN=PHF2 PE=1 SV=4 	1	0_1_	0_1_
P	O75152	0	1	0	1.63E-05	0	0.025651932	0	1	0	1.10%	Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens GN=ZC3H11A PE=1 SV=3 	1	0_1_	0_1_
P	Q7LFL8	0	3	0	1.23E-04	0	0.18850219	0	3	0	7.50%	CXXC-type zinc finger protein 5 OS=Homo sapiens GN=CXXC5 PE=2 SV=1 	1	0_1_	0_1_
P	P61353	3	0	1.86E-04	0	0.5275661	0	3	0	18.40%	0	60S ribosomal protein L27 OS=Homo sapiens GN=RPL27 PE=1 SV=2 	1	1_0_	1_0_
P	Q71UI9-2	4	0	3.70E-04	0	0.79473364	0	5	0	25.40%	0	Isoform 2 of Histone H2A.V OS=Homo sapiens GN=H2AFV 	1	1_0_	1_0_
P	Q06830	18	12	8.91E-04	8.61E-04	1.8641782	0.9769696	21	13	45.70%	29.60%	Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1 	2	1_1_	1_1_
P	O75165	3	0	1.13E-05	0	0.03038609	0	3	0	1.30%	0	DnaJ homolog subfamily C member 13 OS=Homo sapiens GN=DNAJC13 PE=1 SV=5 	1	1_0_	1_0_
P	Q8IUD2	15	17	1.36E-04	2.24E-04	0.3273945	0.38675582	18	19	12.30%	14.20%	ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens GN=ERC1 PE=1 SV=1 	2	1_1_	1_1_
P	Q86T03-2	4	0	1.19E-04	0	0.30617094	0	4	0	11.60%	0	"Isoform 2 of Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase OS=Homo sapiens GN=TMEM55B "	1	1_0_	1_0_
P	tr|M0R364|M0R364_HUMAN	1	0	4.56E-05	0	0.25025904	0	1	0	9.70%	0	Zinc finger and SCAN domain-containing protein 18 (Fragment) OS=Homo sapiens GN=ZSCAN18 PE=2 SV=1 	1	1_0_	1_0_
P	Q99447-2	3	0	1.09E-04	0	0.12460494	0	4	0	5.10%	0	Isoform 2 of Ethanolamine-phosphate cytidylyltransferase OS=Homo sapiens GN=PCYT2 	1	1_0_	1_0_
P	Q99447-3	3	0	8.29E-05	0	0.09395635	0	4	0	3.90%	0	Isoform 3 of Ethanolamine-phosphate cytidylyltransferase OS=Homo sapiens GN=PCYT2 	1	1_0_	1_0_
P	P40925-3	35	11	0.001126809	5.24E-04	1.0796967	0.7100153	47	14	31.80%	23.30%	"Isoform 3 of Malate dehydrogenase, cytoplasmic OS=Homo sapiens GN=MDH1 "	2	1_1_	1_1_
P	P40925-2	0	11	0	7.53E-04	0	1.1627185	0	14	0	33.50%	"Isoform 2 of Malate dehydrogenase, cytoplasmic OS=Homo sapiens GN=MDH1 "	1	0_1_	0_1_
P	tr|B4DL54|B4DL54_HUMAN	1	0	1.79E-05	0	0.044720173	0	1	0	1.90%	0	Protein farnesyltransferase subunit beta OS=Homo sapiens GN=FNTB PE=2 SV=1 	1	1_0_	1_0_
P	O75182	0	1	0	1.13E-05	0	0.05681753	0	1	0	2.40%	Paired amphipathic helix protein Sin3b OS=Homo sapiens GN=SIN3B PE=1 SV=2 	1	0_1_	0_1_
P	tr|C9JBJ7|C9JBJ7_HUMAN	1	0	8.27E-05	0	0.25314116	0	1	0	9.80%	0	Actin-related protein 2/3 complex subunit 1B (Fragment) OS=Homo sapiens GN=ARPC1B PE=2 SV=1 	1	1_0_	1_0_
P	Q5SW79-3	29	5	2.27E-04	5.32E-05	0.42232883	0.08642566	40	6	15.30%	3.60%	Isoform 3 of Centrosomal protein of 170 kDa OS=Homo sapiens GN=CEP170 	2	1_1_	1_1_
P	tr|E7EVQ6|E7EVQ6_HUMAN	5	0	1.06E-04	0	0.32129562	0	6	0	12.10%	0	Squalene monooxygenase OS=Homo sapiens GN=SQLE PE=2 SV=1 	1	1_0_	1_0_
P	P09543-2	4	0	1.05E-04	0	0.07646525	0	5	0	3.20%	0	"Isoform CNPI of 2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens GN=CNP "	1	1_0_	1_0_
P	Q86TJ2	0	1	0	3.14E-05	0	0.07398939	0	1	0	3.10%	Transcriptional adapter 2-beta OS=Homo sapiens GN=TADA2B PE=1 SV=2 	1	0_1_	0_1_
P	O75190	2	0	7.77E-05	0	0.19398808	0	3	0	7.70%	0	DnaJ homolog subfamily B member 6 OS=Homo sapiens GN=DNAJB6 PE=1 SV=2 	1	1_0_	1_0_
P	Q5SW79-2	0	5	0	5.42E-05	0	0.08893013	0	6	0	3.70%	Isoform 2 of Centrosomal protein of 170 kDa OS=Homo sapiens GN=CEP170 	1	0_1_	0_1_
P	O15530-3	0	2	0	4.97E-05	0	0.061695576	0	2	0	2.60%	Isoform 3 of 3-phosphoinositide-dependent protein kinase 1 OS=Homo sapiens GN=PDPK1 	1	0_1_	0_1_
P	O15530-2	0	2	0	5.21E-05	0	0.06659615	0	2	0	2.80%	Isoform 2 of 3-phosphoinositide-dependent protein kinase 1 OS=Homo sapiens GN=PDPK1 	1	0_1_	0_1_
P	O15530-5	0	2	0	5.81E-05	0	0.07398939	0	2	0	3.10%	Isoform 5 of 3-phosphoinositide-dependent protein kinase 1 OS=Homo sapiens GN=PDPK1 	1	0_1_	0_1_
P	O15530-4	0	2	0	6.14E-05	0	0.07894671	0	2	0	3.30%	Isoform 4 of 3-phosphoinositide-dependent protein kinase 1 OS=Homo sapiens GN=PDPK1 	1	0_1_	0_1_
P	tr|G3V4Z4|G3V4Z4_HUMAN	1	0	3.35E-05	0	0.30316675	0	1	0	11.50%	0	"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens GN=ALDH6A1 PE=2 SV=1 "	1	1_0_	1_0_
P	tr|H0YF22|H0YF22_HUMAN	0	2	0	1.65E-04	0	0.1428783	0	3	0	5.80%	REST corepressor 3 (Fragment) OS=Homo sapiens GN=RCOR3 PE=2 SV=1 	1	0_1_	0_1_
P	tr|A6NMH8|A6NMH8_HUMAN	5	1	3.08E-04	4.81E-05	0.18304157	0.18304157	10	1	7.30%	7.30%	CD81 antigen OS=Homo sapiens GN=CD81 PE=2 SV=1 	2	1_1_	1_1_
P	Q14738-3	15	3	3.57E-04	7.97E-05	0.64437175	0.15345323	21	3	21.60%	6.20%	Isoform Delta-3 of Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Homo sapiens GN=PPP2R5D 	2	1_1_	1_1_
P	Q14738-2	15	3	3.11E-04	6.94E-05	0.5417005	0.1324004	21	3	18.80%	5.40%	Isoform Delta-2 of Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Homo sapiens GN=PPP2R5D 	2	1_1_	1_1_
P	tr|C9K086|C9K086_HUMAN	0	2	0	1.24E-04	0	0.16412604	0	2	0	6.60%	Mitotic spindle assembly checkpoint protein MAD1 (Fragment) OS=Homo sapiens GN=MAD1L1 PE=2 SV=1 	1	0_1_	0_1_
P	tr|B4DUI3|B4DUI3_HUMAN	0	2	0	1.94E-04	0	1.1527817	0	3	0	33.30%	Eukaryotic translation initiation factor 3 subunit J OS=Homo sapiens GN=EIF3J PE=2 SV=1 	1	0_1_	0_1_
P	P30533	3	0	7.09E-05	0	0.25314116	0	3	0	9.80%	0	Alpha-2-macroglobulin receptor-associated protein OS=Homo sapiens GN=LRPAP1 PE=1 SV=1 	1	1_0_	1_0_
P	P29120	6	4	1.12E-04	7.00E-05	0.10662377	0.10662377	10	4	4.40%	4.40%	Neuroendocrine convertase 1 OS=Homo sapiens GN=PCSK1 PE=1 SV=2 	2	1_1_	1_1_
P	tr|J3KR23|J3KR23_HUMAN	5	1	1.75E-04	9.12E-05	0.599558	0.16412604	6	2	20.40%	6.60%	IST1 homolog (Fragment) OS=Homo sapiens GN=IST1 PE=2 SV=1 	2	1_1_	1_1_
P	tr|B4DJI5|B4DJI5_HUMAN	1	0	4.79E-05	0	0.46217716	0	1	0	16.50%	0	"HESB like domain containing 2, isoform CRA_b OS=Homo sapiens GN=ISCA1 PE=2 SV=1 "	1	1_0_	1_0_
P	tr|E7ETM0|E7ETM0_HUMAN	0	2	0	1.50E-04	0	0.15080035	0	3	0	6.10%	Casein kinase I isoform alpha OS=Homo sapiens GN=CSNK1A1 PE=2 SV=1 	1	0_1_	0_1_
P	P30566	6	0	1.39E-04	0	0.3489629	0	8	0	13.00%	0	Adenylosuccinate lyase OS=Homo sapiens GN=ADSL PE=1 SV=2 	1	1_0_	1_0_
P	Q9NV88-3	0	1	0	2.08E-05	0	0.049542427	0	1	0	2.10%	Isoform 3 of Integrator complex subunit 9 OS=Homo sapiens GN=INTS9 	1	0_1_	0_1_
P	Q86TG7	3	1	3.58E-05	1.86E-05	0.14551294	0.054386854	3	1	5.90%	2.30%	Retrotransposon-derived protein PEG10 OS=Homo sapiens GN=PEG10 PE=1 SV=2 	2	1_1_	1_1_
P	Q9NV88-2	0	1	0	2.07E-05	0	0.04712856	0	1	0	2.00%	Isoform 2 of Integrator complex subunit 9 OS=Homo sapiens GN=INTS9 	1	0_1_	0_1_
P	tr|B4DG44|B4DG44_HUMAN	2	0	8.19E-05	0	0.19674051	0	2	0	7.80%	0	Alpha- and gamma-adaptin-binding protein p34 OS=Homo sapiens GN=AAGAB PE=2 SV=1 	1	1_0_	1_0_
P	P29144	8	1	7.43E-05	1.06E-05	0.18032062	0.0519619	11	1	7.20%	2.20%	Tripeptidyl-peptidase 2 OS=Homo sapiens GN=TPP2 PE=1 SV=4 	2	1_1_	1_1_
P	P61326	2	1	1.16E-04	9.03E-05	0.26765192	0.26765192	2	1	10.30%	10.30%	Protein mago nashi homolog OS=Homo sapiens GN=MAGOH PE=1 SV=1 	2	1_1_	1_1_
P	P30501	4	0	1.15E-04	0	0.2705741	0	5	0	10.40%	0	"HLA class I histocompatibility antigen, Cw-2 alpha chain OS=Homo sapiens GN=HLA-C PE=1 SV=1 "	1	1_0_	1_0_
P	P30504	4	0	1.15E-04	0	0.2705741	0	5	0	10.40%	0	"HLA class I histocompatibility antigen, Cw-4 alpha chain OS=Homo sapiens GN=HLA-C PE=1 SV=1 "	1	1_0_	1_0_
P	tr|B1APY8|B1APY8_HUMAN	30	43	7.67E-04	0.001985396	1.3388374	1.5292981	35	58	36.90%	40.30%	ELAV-like protein 4 OS=Homo sapiens GN=ELAVL4 PE=2 SV=1 	2	1_1_	1_1_
P	P17612	9	1	2.40E-04	3.75E-05	0.9906733	0.08143401	10	1	29.90%	3.40%	cAMP-dependent protein kinase catalytic subunit alpha OS=Homo sapiens GN=PRKACA PE=1 SV=2 	2	1_1_	1_1_
P	tr|E5RIZ4|E5RIZ4_HUMAN	1	0	9.07E-05	0	0.56314766	0	1	0	19.40%	0	"39S ribosomal protein L15, mitochondrial OS=Homo sapiens GN=MRPL15 PE=2 SV=1 "	1	1_0_	1_0_
P	Q8N9F7	2	0	5.38E-05	0	0.12460494	0	2	0	5.10%	0	Glycerophosphodiester phosphodiesterase domain-containing protein 1 OS=Homo sapiens GN=GDPD1 PE=1 SV=2 	1	1_0_	1_0_
P	Q9UIC8-2	7	0	2.13E-04	0	0.43548942	0	9	0	15.70%	0	Isoform 2 of Leucine carboxyl methyltransferase 1 OS=Homo sapiens GN=LCMT1 	1	1_0_	1_0_
P	tr|B7Z4G8|B7Z4G8_HUMAN	3	0	3.93E-05	0	0.15877736	0	3	0	6.40%	0	Amyloid-like protein 1 OS=Homo sapiens GN=APLP1 PE=2 SV=1 	1	1_0_	1_0_
P	Q9UIC8-3	7	0	2.72E-04	0	0.58854675	0	9	0	20.10%	0	Isoform 3 of Leucine carboxyl methyltransferase 1 OS=Homo sapiens GN=LCMT1 	1	1_0_	1_0_
P	P17600	19	53	2.75E-04	0.001289852	0.79473364	1.8248799	23	69	25.40%	45.10%	Synapsin-1 OS=Homo sapiens GN=SYN1 PE=1 SV=3 	2	1_1_	1_1_
P	P30520	6	0	1.48E-04	0	0.18032062	0	8	0	7.20%	0	Adenylosuccinate synthetase isozyme 2 OS=Homo sapiens GN=ADSS PE=1 SV=3 	1	1_0_	1_0_
P	tr|B1APG3|B1APG3_HUMAN	0	1	0	4.99E-05	0	0.10917485	0	1	0	4.50%	cAMP-dependent protein kinase catalytic subunit beta OS=Homo sapiens GN=PRKACB PE=2 SV=1 	1	0_1_	0_1_
P	tr|E7EXA3|E7EXA3_HUMAN	8	1	3.23E-04	6.31E-05	0.79473364	0.12979591	8	1	25.40%	5.30%	Putative GTP cyclohydrolase 1 type 2 NIF3L1 (Fragment) OS=Homo sapiens GN=NIF3L1 PE=2 SV=1 	2	1_1_	1_1_
P	P30510	4	0	1.15E-04	0	0.2705741	0	5	0	10.40%	0	"HLA class I histocompatibility antigen, Cw-14 alpha chain OS=Homo sapiens GN=HLA-C PE=2 SV=2 "	1	1_0_	1_0_
P	Q8N9I0	8	0	1.81E-04	0	0.64058983	0	9	0	21.50%	0	Synaptotagmin-2 OS=Homo sapiens GN=SYT2 PE=1 SV=2 	1	1_0_	1_0_
P	tr|C9JAF7|C9JAF7_HUMAN	5	2	2.64E-04	1.65E-04	0.4321879	0.17219532	5	2	15.60%	6.90%	Synaptosomal-associated protein (Fragment) OS=Homo sapiens GN=SNAP29 PE=2 SV=1 	2	1_1_	1_1_
P	P30519	0	1	0	4.17E-05	0	0.14815366	0	1	0	6.00%	Heme oxygenase 2 OS=Homo sapiens GN=HMOX2 PE=1 SV=2 	1	0_1_	0_1_
P	Q06787-3	0	7	0	1.91E-04	0	0.5275661	0	9	0	18.40%	Isoform 2 of Fragile X mental retardation protein 1 OS=Homo sapiens GN=FMR1 	1	0_1_	0_1_
P	Q06787-2	0	7	0	2.00E-04	0	0.55596566	0	9	0	19.20%	Isoform 1 of Fragile X mental retardation protein 1 OS=Homo sapiens GN=FMR1 	1	0_1_	0_1_
P	tr|E7ERU0|E7ERU0_HUMAN	17	29	3.14E-05	9.32E-05	0.096478224	0.12460494	20	38	4.00%	5.10%	Dystonin OS=Homo sapiens GN=DST PE=2 SV=1 	2	1_1_	1_1_
P	Q06787-5	0	7	0	1.95E-04	0	0.5417005	0	9	0	18.80%	Isoform 4 of Fragile X mental retardation protein 1 OS=Homo sapiens GN=FMR1 	1	0_1_	0_1_
P	Q06787-4	0	7	0	1.97E-04	0	0.54525447	0	9	0	18.90%	Isoform 3 of Fragile X mental retardation protein 1 OS=Homo sapiens GN=FMR1 	1	0_1_	0_1_
P	Q06787-7	0	7	0	1.93E-04	0	0.5310875	0	9	0	18.50%	Isoform 7 of Fragile X mental retardation protein 1 OS=Homo sapiens GN=FMR1 	1	0_1_	0_1_
P	Q06787-6	0	7	0	2.01E-04	0	0.55955243	0	9	0	19.30%	Isoform 5 of Fragile X mental retardation protein 1 OS=Homo sapiens GN=FMR1 	1	0_1_	0_1_
P	Q06787-8	0	7	0	2.02E-04	0	0.566751	0	9	0	19.50%	Isoform 8 of Fragile X mental retardation protein 1 OS=Homo sapiens GN=FMR1 	1	0_1_	0_1_
P	P30499	4	0	1.15E-04	0	0.2705741	0	5	0	10.40%	0	"HLA class I histocompatibility antigen, Cw-1 alpha chain OS=Homo sapiens GN=HLA-C PE=2 SV=1 "	1	1_0_	1_0_
P	tr|G3V497|G3V497_HUMAN	1	0	7.81E-05	0	0.3489629	0	1	0	13.00%	0	Echinoderm microtubule-associated protein-like 1 (Fragment) OS=Homo sapiens GN=EML1 PE=2 SV=1 	1	1_0_	1_0_
P	tr|H0YAV1|H0YAV1_HUMAN	2	0	4.14E-05	0	0.08143401	0	2	0	3.40%	0	Ribonucleoside-diphosphate reductase subunit M2 B (Fragment) OS=Homo sapiens GN=RRM2B PE=4 SV=1 	1	1_0_	1_0_
P	Q9NP58-4	2	0	2.12E-05	0	0.1614486	0	2	0	6.50%	0	"Isoform 2 of ATP-binding cassette sub-family B member 6, mitochondrial OS=Homo sapiens GN=ABCB6 "	1	1_0_	1_0_
P	tr|H7C003|H7C003_HUMAN	0	13	0	7.08E-04	0	0.5848932	0	18	0	20.00%	Protein phosphatase 1 regulatory subunit 7 (Fragment) OS=Homo sapiens GN=PPP1R7 PE=4 SV=1 	1	0_1_	0_1_
P	tr|B4DDV1|B4DDV1_HUMAN	5	0	9.72E-05	0	0.5703628	0	5	0	19.60%	0	Interferon-induced protein with tetratricopeptide repeats 5 OS=Homo sapiens GN=IFIT5 PE=2 SV=1 	1	1_0_	1_0_
P	P30044-2	27	7	0.002031629	5.69E-04	3.841724	2.0760968	39	7	68.50%	48.80%	"Isoform Cytoplasmic+peroxisomal of Peroxiredoxin-5, mitochondrial OS=Homo sapiens GN=PRDX5 "	2	1_1_	1_1_
P	tr|F5GX50|F5GX50_HUMAN	0	5	0	6.13E-04	0	3.0271707	0	6	0	60.50%	"Diablo homolog, mitochondrial (Fragment) OS=Homo sapiens GN=DIABLO PE=2 SV=1 "	1	0_1_	0_1_
P	P07951-3	26	0	9.87E-04	0	1.084491	0	29	0	31.90%	0	Isoform 3 of Tropomyosin beta chain OS=Homo sapiens GN=TPM2 	1	1_0_	1_0_
P	tr|B4E329|B4E329_HUMAN	17	1	6.86E-04	4.66E-05	1.1478305	0.22461617	23	1	33.20%	8.80%	Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens GN=PRPSAP2 PE=2 SV=1 	2	1_1_	1_1_
P	P07951-2	26	43	8.62E-04	0.002877088	0.89670587	2.7153523	29	62	27.80%	57.00%	Isoform 2 of Tropomyosin beta chain OS=Homo sapiens GN=TPM2 	2	1_1_	1_1_
P	tr|A8MVZ6|A8MVZ6_HUMAN	1	0	1.02E-05	0	0.12201846	0	1	0	5.00%	0	BICD1 protein OS=Homo sapiens GN=BICD1 PE=2 SV=3 	1	1_0_	1_0_
P	Q15813	5	0	1.12E-04	0	0.35831344	0	7	0	13.30%	0	Tubulin-specific chaperone E OS=Homo sapiens GN=TBCE PE=1 SV=1 	1	1_0_	1_0_
P	Q15814	3	0	9.76E-05	0	0.11173177	0	4	0	4.60%	0	Tubulin-specific chaperone C OS=Homo sapiens GN=TBCC PE=1 SV=2 	1	1_0_	1_0_
P	Q15811	2	0	9.81E-06	0	0.07398939	0	2	0	3.10%	0	Intersectin-1 OS=Homo sapiens GN=ITSN1 PE=1 SV=3 	1	1_0_	1_0_
P	Q14161-11	1	1	1.34E-05	2.09E-05	0.06905484	0.06905484	1	1	2.90%	2.90%	Isoform 11 of ARF GTPase-activating protein GIT2 OS=Homo sapiens GN=GIT2 	2	1_1_	1_1_
